"Country_Code";"CFR";"UVI";"Event_Code";"Event_Start_Date";"Event_End_Date";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"Port_Name";"IRCS";"IRCS_Code";"License_Ind";"Vms_Code";"ERS_Code";"ERS_Exempt_Code";"AIS_Code";"MMSI";"Vessel_Type";"Gear_Main_Code";"Gear_1_Code";"Gear_2_Code";"Gear_3_Code";"Gear_4_Code";"Gear_5_Code";"Loa";"Lbp";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Date";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Construction_Year"
"DNK";"DEU000280300";NA;"CHA";19911025;19911231;"E441";"E441";"BRITTA BROCK";"19006";"";"OWNQ";"Y";"Y";"N";"";"";"";NA;"TO";"TBB";"NO";"";"";NA;NA;"24.71";"21.60";"89.40";"0.00";"0.00";"221.00";"0.00";NA;"1983-01-01";"3";"";"";"";""
"DNK";"DEU000280300";NA;"MOD";19920101;19940302;"E441";"E441";"BRITTA BROCK";"19006";"";"OWNQ";"Y";"Y";"N";"";"";"";NA;"TO";"TBB";"NO";"";"";NA;NA;"24.71";"21.60";"89.40";"0.00";"0.00";"221.00";"0.00";NA;"1983-01-01";"B12";"";"";"";""
"DNK";"DEU000280300";NA;"MOD";19940303;19960530;"RI75";"RI75";"CONNIE VINTHER";"20001";"";"OWNQ";"Y";"Y";"N";"";"";"";NA;"TO";"GNS";"OTB";"";"";NA;NA;"24.71";"21.60";"89.40";"0.00";"0.00";"221.00";"147.00";NA;"1983-01-01";"B12";"";"";"";""
"DNK";"DEU000280300";NA;"RET";19960531;19960531;"RI75";"RI75";"CONNIE VINTHER";"20001";"";"OWNQ";"Y";"Y";"N";"";"";"";NA;"TO";"GNS";"OTB";"";"";NA;NA;"24.71";"21.60";"89.40";"0.00";"0.00";"221.00";"147.00";NA;"1983-01-01";"B12";"";"";"";""
"DNK";"DEU300200702";NA;"IMP";20010322;20020318;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"N";"N";"";"N";NA;"WO";"GNS";"OTB";"NO";"";NA;NA;"11.99";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"4B1";"DEU";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"MOD";20020319;20021231;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"Y";"Y";"";"N";NA;"WO";"GNS";"OTB";"NO";"";NA;NA;"12.02";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"4B1";"";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"MOD";20030101;20040304;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"Y";"Y";"";"N";NA;"WO";"GNS";"OTB";"NO";"";NA;NA;"12.02";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"MFL";"";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"MOD";20040305;20050330;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"Y";"Y";"";"N";NA;"WO";"GNS";"OTB";"NO";"";NA;NA;"12.02";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"MFL";"";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"MOD";20050331;20061230;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"Y";"Y";"";"N";NA;"WO";"GNS";"NO";"";"";NA;NA;"12.02";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"MFL";"";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"MOD";20061231;20061231;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"Y";"Y";"";"N";NA;"WO";"GNS";"NO";"";"";NA;NA;"12.02";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"MFL";"";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"MOD";20070101;20070331;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"Y";"Y";"";"N";NA;"WO";"GNS";"NO";"";"";NA;NA;"12.02";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"MFL";"";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"MOD";20070401;20191008;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"Y";"Y";"";"N";NA;"WO";"GNS";"NO";"";"";NA;NA;"12.02";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"MFL";"";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"RET";20191009;20191009;"";"AS260";"SARAH";"17016";"";"OU8281";"Y";"Y";"Y";"Y";"";"N";NA;"WO";"GNS";"NO";"";"";NA;NA;"12.02";"10.19";"10.40";"0.00";"0.00";"118.00";"0.00";3;"2001-01-01";"MFL";"";"";"";"1983-01-01"
"DNK";"DEU300200702";NA;"CHA";20220314;21001231;"DEU300200702";"T18";"MILLE";"DKNRR";"Nørre Vorupør";"OU8281";"Y";"Y";"N";"N";"";"N";NA;"WO";"GNS";"LL";"LLS";"FPO";NA;NA;"11.98";"11.98";"15.70";"0.00";"0.00";"115.00";"0.00";3;"2001-01-01";"MFL";"";"";"";"1983-01-01"
"DNK";"DEU302520207";NA;"IMP";20020621;20021231;"AS21";"AS21";"SUSANNE HIMMELBLÅ";"16026";"";"OWXZ";"Y";"Y";"N";"";"";"";NA;"TO";"OTM";"OTB";"";"";NA;NA;"18.41";"15.94";"52.60";"0.00";"0.00";"220.00";"11.00";2;"2002-01-01";"4B3";"DEU";"";"";"1982-01-01"
"DNK";"DEU302520207";NA;"MOD";20030101;20030320;"AS21";"AS21";"SUSANNE HIMMELBLÅ";"16026";"";"OWXZ";"Y";"Y";"N";"";"";"";NA;"TO";"OTM";"OTB";"";"";NA;NA;"18.41";"15.94";"52.60";"0.00";"0.00";"220.00";"11.00";2;"2002-01-01";"MFL";"";"";"";"1982-01-01"
