"TAXOCODE","X3A_CODE","Scientific_name","AphiaID","Match.type","ScientificName","AphiaID_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies","WoRMSname","English_name","ISSCAAP","CatchGroup","ByCatchGroup"
"1706200803","YSR","Chrysiptera rapanui","276838","exact","Chrysiptera rapanui","276838","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","","rapanui",,"Chrysiptera rapanui","Easter damselfish","33","demersal",
"2250400102","HQR","Harpiosquilla raphidea","409258","exact","Harpiosquilla raphidea","409258","Animalia","Arthropoda","Malacostraca","Stomatopoda","Squillidae","Harpiosquilla","","raphidea",,"Harpiosquilla raphidea","Giant harpiosquillid mantis sh","47","crustaceans",
"3070201802","RQR","Rapana rapiformis","140415","exact","Rapana rapiformis","140415","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Rapana","","rapiformis",,"Rapana rapiformis","Turnish shaped rapa","52","molluscs",
"2281202345","BJD","Macrobrachium raridens","240831","exact","Macrobrachium raridens","240831","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","","raridens",,"Macrobrachium raridens","Volta river prawn","41","crustaceans",
"3070400508","GJR","Gibbula rarilineata","141795","exact","Gibbula rarilineata","141795","Animalia","Mollusca","Gastropoda","","Trochidae","Gibbula","","rarilineata",,"Gibbula rarilineata","Concave gibbula","52","molluscs",
"1480301804","UGS","Bregmaceros rarisquamosus","272296","exact","Bregmaceros rarisquamosus","272296","Animalia","Chordata","Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros","","rarisquamosus",,"Bregmaceros rarisquamosus","Big-eye unicorn-cod","32","demersal",
"1400205705","RSR","Rasbora rasbora","282551","exact","Rasbora rasbora","282551","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Rasbora","","rasbora",,"Rasbora rasbora","Gangetic scissortail rasbora","11","other",
"2260100602","YNI","Thysanoessa raschii","110711","exact","Thysanoessa raschii","110711","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","","raschii",,"Thysanoessa raschii","","46","crustaceans",
"1703723810","EFR","Stellifer rastrifer","276168","exact","Stellifer rastrifer","276168","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Stellifer","","rastrifer",,"Stellifer rastrifer","Rake stardrum","33","demersal",
"1210605216","EYG","Thryssa rastrosa","1012586","exact","Thryssa rastrosa","1012586","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Thryssa","",,,"","Fly River thryssa","13","other",
"1709446601","KIF","Chionodraco rastrospinosus","234678","exact","Chionodraco rastrospinosus","234678","Animalia","Chordata","Actinopterygii","Perciformes","Channichthyidae","Chionodraco","","rastrospinosus",,"Chionodraco rastrospinosus","Ocellated icefish","34","demersal",
"2300300101","ERR","Emerita rathbunae","467699","exact","Emerita rathbunae","467699","Animalia","Arthropoda","Malacostraca","Decapoda","Hippidae","Emerita","","rathbunae",,"Emerita rathbunae","Tropical mole crab","44","crustaceans",
"2281202355","RQD","Macrobrachium rathbunae","587526","exact","Macrobrachium rathbunae","587526","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","","rathbunae",,"Macrobrachium rathbunae","Shortfinger river shrimp","41","crustaceans",
"2283300101","MYQ","Campylonotus rathbunae","342627","exact","Campylonotus rathbunae","342627","Animalia","Arthropoda","Malacostraca","Decapoda","Campylonotidae","Campylonotus","","rathbunae",,"Campylonotus rathbunae","Sabre prawn","45","crustaceans",
"2311101215","KLT","Callinectes rathbunae","422039","exact","Callinectes rathbunae","422039","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Callinectes","","rathbunae",,"Callinectes rathbunae","Sharptooth swimcrab","42","crustaceans",
"3162800301","KTR","Acesta rathbuni","505414","exact","Acesta rathbuni","505414","Animalia","Mollusca","Bivalvia","Limoida","Limidae","Acesta","","rathbuni",,"Acesta rathbuni","Rathbun's giant file shell","55","molluscs",
"1100400199","RFV","Raja ravidula","299008","exact","Raja ravidula","217408","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","","ravidula",,"Raja ravidula","Smoothback skate","38","elasmobranchs",
"1470300801","HNV","Nomorhamphus ravnaki","298268","exact","Nomorhamphus ravnaki","298268","Animalia","Chordata","Actinopterygii","Beloniformes","Zenarchopteridae","Nomorhamphus","","ravnaki",,"Nomorhamphus ravnaki","","37","small pelagic",
"1400202504","RNE","Cirrhinus reba","1026594","exact","Cirrhinus reba","1026594","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cirrhinus","",,,"","Reba carp","11","other",
"3070801101","AJV","Aeneator recens","490675","exact","Aeneator recens","490675","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Aeneator","","recens",,"Aeneator recens","","52","molluscs",
"3162500102","IMR","Isognomon recognitus","507052","exact","Isognomon recognitus","507052","Animalia","Mollusca","Bivalvia","Pterioida","Pteriidae","Isognomon","","recognitus",,"Isognomon recognitus","Pacific tree oyster","53","molluscs",
"2280104902","PJE","Penaeopsis rectacuta","246387","exact","Penaeopsis rectacuta","246387","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Penaeopsis","","rectacuta",,"Penaeopsis rectacuta","Needle shrimp","45","crustaceans",
"3161002810","DJU","Modiolus rectus","506105","exact","Modiolus rectus","506105","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Modiolus","","rectus",,"Modiolus rectus","Straight horse mussel","54","molluscs",
"3210200231","IAE","Sepia recurvirostra","342166","exact","Sepia recurvirostra","342166","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia","","recurvirostra",,"Sepia recurvirostra","Curvespine cuttlefish","57","molluscs",
"3070200801","UUR","Haustellum recurvirostris","527266","near_3","Haustellum rectirostris","405224","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Haustellum","","rectirostris",,"Haustellum rectirostris","Bent-beak murex","52","molluscs",
"1705700501","ENV","Pentaceropsis recurvirostris","282200","exact","Pentaceropsis recurvirostris","282200","Animalia","Chordata","Actinopterygii","Perciformes","Pentacerotidae","Pentaceropsis","","recurvirostris",,"Pentaceropsis recurvirostris","Longsnout boarfish","34","demersal",
"3161000501","IHR","Ischadium recurvum","156861","exact","Ischadium recurvum","156861","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Ischadium","","recurvum",,"Ischadium recurvum","Hooked mussel","54","molluscs",
"1780100130","SWD","Sebastes reedi","274840","exact","Sebastes reedi","274840","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","","reedi",,"Sebastes reedi","Yellowmouth rockfish","34","demersal",
"2280400501","CHS","Heterocarpus reedi","241283","exact","Heterocarpus reedi","241283","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Heterocarpus","","reedi",,"Heterocarpus reedi","Chilean nylon shrimp","45","crustaceans",
"3161300106","GCV","Glycymeris reevei","504511","exact","Glycymeris reevei","504511","Animalia","Mollusca","Bivalvia","Arcoida","Glycymerididae","Glycymeris","","reevei",,"Glycymeris reevei","Reeve's bittersweet","56","molluscs",
"1210503803","REE","Tenualosa reevesii","278570","exact","Tenualosa reevesii","278570","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Tenualosa","","reevesii",,"Tenualosa reevesii","Reeves shad","24","diadromous",
"2301900204","UNR","Munida refulgens","392424","exact","Munida refulgens","392424","Animalia","Arthropoda","Malacostraca","Decapoda","Munididae","Munida","","refulgens",,"Munida refulgens","Radiant squat lobster","44","crustaceans",
"1702304903","OLG","Oligoplites refulgens","276358","exact","Oligoplites refulgens","276358","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Oligoplites","","refulgens",,"Oligoplites refulgens","Shortjaw leatherjacket","37","small pelagic",
"6190100306","COG","Corallium regale","286593","exact","Corallium regale","286593","Animalia","Cnidaria","Anthozoa","Alcyonacea","Coralliidae","Corallium","","regale",,"Corallium regale","Garnet coral","82","other",
"6941400404","JCR","Stichopus regalis","124540","exact","Stichopus regalis","149898","Animalia","Echinodermata","Holothuroidea","Aspidochirotida","Stichopodidae","Stichopus","","regalis",,"Stichopus regalis","Royal cucumber","76","other",
"2291516403","RCK","Arctides regalis","246223","exact","Arctides regalis","246223","Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Arctides","","regalis",,"Arctides regalis","Royal spanish lobster","43","crustaceans",
"1750101508","CER","Scomberomorus regalis","273819","exact","Scomberomorus regalis","273819","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomberomorus","","regalis",,"Scomberomorus regalis","Cero","36","large pelagic",
"1703701614","STG","Cynoscion regalis","159313","exact","Cynoscion regalis","159313","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","","regalis",,"Cynoscion regalis","Squeteague(=Gray weakfish)","33","demersal",
"1711503701","LZG","Lycozoarces regani","281451","exact","Lycozoarces regani","281451","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycozoarces","","regani",,"Lycozoarces regani","","34","demersal",
"1080101102","HOR","Holohalaelurus regani","217648","exact","Holohalaelurus regani","217648","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus","","regani",,"Holohalaelurus regani","Izak catshark","38","elasmobranchs",
"1600300301","CJR","Cetostoma regani","126406","exact","Cetostoma regani","126406","Animalia","Chordata","Actinopterygii","Cetomimiformes","Cetomimidae","Cetostoma","","regani",,"Cetostoma regani","Pink flabby whalefish","34","demersal",
"1480400806","URG","Urophycis regia","158991","exact","Urophycis regia","158991","Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","","regia",,"Urophycis regia","Spotted codling","32","demersal",
"1630200201","ODR","Odontesthes regia","281830","exact","Odontesthes regia","281830","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","Odontesthes","","regia",,"Odontesthes regia","Chilean silverside","37","small pelagic",
"1782301501","RIR","Rhodichthys regina","127231","exact","Rhodichthys regina","127231","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Rhodichthys","","regina",,"Rhodichthys regina","","34","demersal",
"1311500102","BFL","Bathymicrops regis","126341","exact","Bathymicrops regis","126341","Animalia","Chordata","Actinopterygii","Aulopiformes","Ipnopidae","Bathymicrops","","regis",,"Bathymicrops regis","","34","demersal",
"1431500302","OQK","Ophichthus regius","271975","exact","Ophichthus regius","271975","Animalia","Chordata","Actinopterygii","Anguilliformes","Ophichthidae","Ophichthus","","regius",,"Ophichthus regius","Ornate snake-eel","33","demersal",
"2290100107","LOY","Panulirus regius","107707","exact","Panulirus regius","107707","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus","","regius",,"Panulirus regius","Royal spiny lobster","43","crustaceans",
"1703710601","MGR","Argyrosomus regius","127007","exact","Argyrosomus regius","127007","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus","","regius",,"Argyrosomus regius","Meagre","33","demersal",
"3163100101","USG","Malleus regula","605717","exact","Malleus regula","605717","Animalia","Mollusca","Bivalvia","Pterioida","Malleidae","Malleus","","regula",,"Malleus regula","Straight hammer oyster","53","molluscs",
"6911200202","REW","Solaster regularis","172792","exact","Solaster regularis","172792","Animalia","Echinodermata","Asteroidea","Valvatida","Solasteridae","Solaster","","regularis",,"Solaster regularis","","76","other",
"1240300105","AMU","Esox reichertii","298218","exact","Esox reichertii","298218","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","Esox","","reichertii",,"Esox reichertii","Amur pike","13","other",
"1231200128","CIZ","Coregonus reighardi","1016527","exact","Coregonus reighardi","1016527","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","",,,"","Shortnose cisco","23","diadromous",
"3210700101","ICR","Liocranchia reinhardti","341818","phonetic","Liocranchia reinhardtii","341818","Animalia","Mollusca","Cephalopoda","Oegopsida","Cranchiidae","Liocranchia","","reinhardtii",,"Liocranchia reinhardtii","","57","molluscs",
"1412200201","BPR","Bagropsis reinhardti","1020368","exact","Bagropsis reinhardti","1020368","Animalia","Chordata","Actinopterygii","Siluriformes","Pimelodidae",,"",,,"","","13","other",
"1320800803","IAW","Hygophum reinhardtii","126604","exact","Hygophum reinhardtii","126604","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Hygophum","","reinhardtii",,"Hygophum reinhardtii","Reinhardt’s lanternfish","34","demersal",
"1430200208","AAR","Anguilla reinhardtii","271711","exact","Anguilla reinhardtii","271711","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","","reinhardtii",,"Anguilla reinhardtii","Speckled longfin eel","22","diadromous",
"3160407111","NQR","Anadara reinharti","504328","exact","Anadara reinharti","504328","Animalia","Mollusca","Bivalvia","Arcoida","Arcidae","Anadara","","reinharti",,"Anadara reinharti","Reinhart's ark","56","molluscs",
"1411100101","LGI","Liobagrus reinii","1020056","exact","Liobagrus reinii","1020056","Animalia","Chordata","Actinopterygii","Siluriformes",,,"",,,"","","13","other",
"1020101104","IDU","Lethenteron reissneri","298381","exact","Lethenteron reissneri","298381","Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lethenteron","","reissneri",,"Lethenteron reissneri","Far Eastern brook lamprey","25","diadromous",
"3164200211","EQJ","Tellina remies","710883","exact","Tellina remies","710883","Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae","Tellina","","remies",,"Tellina remies","Remies tellin","56","molluscs",
"1703731401","ISR","Isopisthus remifer","281188","exact","Isopisthus remifer","281188","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Isopisthus","","remifer",,"Isopisthus remifer","Silver weakfish","33","demersal",
"1431500304","OOH","Ophichthus remiger","271976","exact","Ophichthus remiger","271976","Animalia","Chordata","Actinopterygii","Anguilliformes","Ophichthidae","Ophichthus","","remiger",,"Ophichthus remiger","Punctuated snake-eel","33","demersal",
"1704200302","REO","Remora remora","126853","exact","Remora remora","126853","Animalia","Chordata","Actinopterygii","Perciformes","Echeneidae","Remora","","remora",,"Remora remora","Shark sucker","37","small pelagic",
"1705905517","TLR","Tilapia rendalli","282979","exact","Tilapia rendalli","282979","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","Tilapia","","rendalli",,"Tilapia rendalli","Redbreast tilapia","12","other",
"1720400301","YTE","Ammodytoides renniei","219347","exact","Ammodytoides renniei","219347","Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytoides","","renniei",,"Ammodytoides renniei","Scaly sandlance","33","demersal",
"7410400108","KIE","Codium repens","145090","exact","Codium repens","145090","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae","Codium","","repens",,"Codium repens","","93","other",
"6193500101","QOE","Primnoa resedaeformis","125411","exact","Primnoa resedaeformis","125411","Animalia","Cnidaria","Anthozoa","Alcyonacea","Primnoidae","Primnoa","","resedaeformis",,"Primnoa resedaeformis","Red trees","82","other",
"1570404101","XTR","Xenotaenia resolanae","1014362","exact","Xenotaenia resolanae","1014362","Animalia","Chordata","Actinopterygii","Cyprinodontiformes",,,"",,,"","Leopard splitfin","13","other",
"1320803103","OWN","Notoscopelus resplendens","158916","exact","Notoscopelus resplendens","158916","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus","","resplendens",,"Notoscopelus resplendens","Patchwork lanternfish","34","demersal",
"1400230801","SWE","Sawbwa resplendens","1017016","exact","Sawbwa resplendens","1017016","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"","resplendens",,"","","11","other",
"1210504007","DNN","Nematalosa resticularia","217448","exact","Nematalosa resticularia","217448","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Nematalosa","","resticularia",,"Nematalosa resticularia","","24","diadromous",
"3071800109","OVL","Oliva reticularis","420126","exact","Oliva reticularis","815489","Animalia","Mollusca","Gastropoda","Neogastropoda","Olividae","Oliva","","reticularis",,"Oliva reticularis","Netted olice","52","molluscs",
"3072000103","DSR","Distorsio reticularis","476487","exact","Distorsio reticularis","476487","Animalia","Mollusca","Gastropoda","Littorinimorpha","Personidae","Distorsio","","reticularis",,"Distorsio reticularis","Reticulate distorsio","52","molluscs",
"7410800205","UVR","Ulva reticulata","211466","exact","Ulva reticulata","211466","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","","reticulata",,"Ulva reticulata","","93","other",
"3071800106","OVR","Oliva reticulata","448146","exact","Oliva reticulata","448146","Animalia","Mollusca","Gastropoda","Neogastropoda","Olividae","Oliva","","reticulata",,"Oliva reticulata","Blood olive","52","molluscs",
"3073300101","IIR","Hinia reticulata","416627","exact","Hinia reticulata","140513","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Hinia","","reticulata",,"Hinia reticulata","Netted nassa","52","molluscs",
"3161101905","EGE","Periglypta reticulata","714811","exact","Periglypta reticulata","714811","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Periglypta","","reticulata",,"Periglypta reticulata","Reticulated venus","56","molluscs",
"1101300306","JUR","Urotrygon reticulata","283121","exact","Urotrygon reticulata","283121","Animalia","Chordata","Elasmobranchii","Rajiformes","Urotrygonidae","Urotrygon","","reticulata",,"Urotrygon reticulata","Reticulate round ray","38","elasmobranchs",
"1570705002","PFL","Poecilia reticulata","154400","exact","Poecilia reticulata","154400","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Poecilia","","reticulata",,"Poecilia reticulata","Guppy","13","other",
"1412209004","UTW","Pseudoplatystoma reticulatum","1019693","exact","Pseudoplatystoma reticulatum","1019693","Animalia","Chordata","Actinopterygii","Siluriformes","Pimelodidae","Pseudoplatystoma","",,,"","","13","other",
"1732113103","GVC","Gobiodon reticulatus","219480","exact","Gobiodon reticulatus","219480","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Gobiodon","","reticulatus",,"Gobiodon reticulatus","Reticulate goby","33","demersal",
"1706233603","DBV","Dascyllus reticulatus","212844","exact","Dascyllus reticulatus","212844","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Dascyllus","","reticulatus",,"Dascyllus reticulatus","Reticulate dascyllus","33","demersal",
"1706333101","MFE","Semicossyphus reticulatus","282754","exact","Semicossyphus reticulatus","282754","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Semicossyphus","","reticulatus",,"Semicossyphus reticulatus","","33","demersal",
"1381200120","PLR","Prochilodus reticulatus","282358","exact","Prochilodus reticulatus","282358","Animalia","Chordata","Actinopterygii","Characiformes","Prochilodontidae","Prochilodus","","reticulatus",,"Prochilodus reticulatus","Netted prochilod","13","other",
"1711502402","LCT","Lycodes reticulatus","127112","exact","Lycodes reticulatus","127112","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","","reticulatus",,"Lycodes reticulatus","Arctic eelpout","34","demersal",
"1703817210","LHR","Lethrinus reticulatus","212059","exact","Lethrinus reticulatus","212059","Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","","reticulatus",,"Lethrinus reticulatus","Red snout emperor","33","demersal",
"1950500401","HLR","Halicmetus reticulatus","280980","exact","Halicmetus reticulatus","280980","Animalia","Chordata","Actinopterygii","Lophiiformes","Ogcocephalidae","Halicmetus","","reticulatus",,"Halicmetus reticulatus","","34","demersal",
"1703701615","YNT","Cynoscion reticulatus","276088","exact","Cynoscion reticulatus","276088","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","","reticulatus",,"Cynoscion reticulatus","","33","demersal",
"1080100311","SYF","Scyliorhinus retifer","158516","exact","Scyliorhinus retifer","158516","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","","retifer",,"Scyliorhinus retifer","Chain catshark","38","elasmobranchs",
"1430600703","MMR","Muraena retifera","158586","exact","Muraena retifera","158586","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Muraena","","retifera",,"Muraena retifera","Reticulate moray","33","demersal",
"1700204280","EWR","Epinephelus retouti","218253","exact","Epinephelus retouti","218253","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Epinephelus","","retouti",,"Epinephelus retouti","Red-tipped grouper","33","demersal",
"2010100121","DNR","Daphnia retrocurva","593147","exact","Daphnia retrocurva","593147","Animalia","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia","","retrocurva",,"Daphnia retrocurva","","41","crustaceans",
"1705907801","HTD","Hoplotilapia retrodens","1053098","exact","Hoplotilapia retrodens","1026859","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"",,,"","","12","other",
"1231001901","RRR","Retropinna retropinna","282568","exact","Retropinna retropinna","282568","Animalia","Chordata","Actinopterygii","Osmeriformes","Retropinnidae","Retropinna","","retropinna",,"Retropinna retropinna","Cucumberfish","23","diadromous",
"1510602202","DDE","Cosmocampus retropinnis","278065","exact","Cosmocampus retropinnis","278065","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Cosmocampus","","retropinnis",,"Cosmocampus retropinnis","","33","demersal",
"1431501001","OXR","Xyrias revulsus","217598","exact","Xyrias revulsus","217598","Animalia","Chordata","Actinopterygii","Anguilliformes","Ophichthidae","Xyrias","","revulsus",,"Xyrias revulsus","","33","demersal",
"7872600206","GDX","Gelidium rex","373660","exact","Gelidium rex","373660","Plantae","Rhodophyta","Florideophyceae","Gelidiales","Gelidiaceae","Gelidium","","rex",,"Gelidium rex","","92","other",
"1771500401","NDR","Andamia reyi","279612","exact","Andamia reyi","279612","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Andamia","","reyi",,"Andamia reyi","","33","demersal",
"3210400112","CHO","Loligo reynaudii","220316","exact","Loligo reynaudii","220316","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo","","reynaudii",,"Loligo reynaudii","Cape Hope squid","57","molluscs",
"1707700203","QRQ","Eleutheronema rhadinum","280638","exact","Eleutheronema rhadinum","280638","Animalia","Chordata","Actinopterygii","Perciformes","Polynemidae","Eleutheronema","","rhadinum",,"Eleutheronema rhadinum","E. Asian fourfinger threadfin","33","demersal",
"1410805415","IFH","Mystus rhegma","1015270","exact","Mystus rhegma","1015270","Animalia","Chordata","Actinopterygii","Siluriformes","Bagridae","Mystus","",,,"","","13","other",
"1100400126","JAH","Raja rhina","271581","exact","Raja rhina","271581","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","","rhina",,"Raja rhina","Longnose skate","38","elasmobranchs",
"1100100524","RBX","Rhinobatos rhinobatos","105898","exact","Rhinobatos rhinobatos","105898","Animalia","Chordata","Elasmobranchii","Rajiformes","Rhinobatidae","Rhinobatos","","rhinobatos",,"Rhinobatos rhinobatos","Common guitarfish","38","elasmobranchs",
"1709447001","LIC","Channichthys rhinoceratus","234619","exact","Channichthys rhinoceratus","234619","Animalia","Chordata","Actinopterygii","Perciformes","Channichthyidae","Channichthys","","rhinoceratus",,"Channichthys rhinoceratus","Unicorn icefish","34","demersal",
"3160700802","OYM","Crassostrea rhizophorae","420777","exact","Crassostrea rhizophorae","420777","Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Crassostrea","","rhizophorae",,"Crassostrea rhizophorae","Mangrove cupped oyster","53","molluscs",
"1705903301","HHO","Chilotilapia rhoadesii","1018045","exact","Chilotilapia rhoadesii","1018045","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"",,,"","","12","other",
"1702304723","TUH","Trachinotus rhodopus","273297","exact","Trachinotus rhodopus","273297","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachinotus","","rhodopus",,"Trachinotus rhodopus","Gafftopsail pompano","37","small pelagic",
"1772201201","XER","Xenomedea rhodopyga","283186","exact","Xenomedea rhodopyga","283186","Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Xenomedea","","rhodopyga",,"Xenomedea rhodopyga","Redrump blenny","33","demersal",
"1781300701","ARJ","Ascelichthys rhodorus","279706","exact","Ascelichthys rhodorus","279706","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Ascelichthys","","rhodorus",,"Ascelichthys rhodorus","Rosylip sculpin","33","demersal",
"1230100915","ONR","Oncorhynchus rhodurus","274349","exact","Oncorhynchus rhodurus","274349","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","",,,"","","23","diadromous",
"1380103010","SRM","Serrasalmus rhombeus","1013571","exact","Serrasalmus rhombeus","1013571","Animalia","Chordata","Actinopterygii","Characiformes","Serrasalmidae","Serrasalmus","",,,"","Redeye piranha","13","other",
"1400208803","ATR","Acheilognathus rhombeus","1022001","exact","Acheilognathus rhombeus","1022001","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Acheilognathus","",,,"","","11","other",
"1620400102","ONV","Neocyttus rhomboidalis","217959","exact","Neocyttus rhomboidalis","217959","Animalia","Chordata","Actinopterygii","Zeiformes","Oreosomatidae","Neocyttus","","rhomboidalis",,"Neocyttus rhomboidalis","Spiky oreo","34","demersal",
"1703910202","AVB","Archosargus rhomboidalis","159239","exact","Archosargus rhomboidalis","159239","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Archosargus","","rhomboidalis",,"Archosargus rhomboidalis","Western Atlantic seabream","33","demersal",
"3161100303","VNR","Venerupis rhomboides","156494","exact","Venerupis rhomboides","745846","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Venerupis","","rhomboides",,"Venerupis rhomboides","Banded carpet shell","56","molluscs",
"1703936701","LGO","Lagodon rhomboides","159249","exact","Lagodon rhomboides","159249","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Lagodon","","rhomboides",,"Lagodon rhomboides","Pinfish","33","demersal",
"1630400101","YCR","Cairnsichthys rhombosomoides","1016078","exact","Cairnsichthys rhombosomoides","1016078","Animalia","Chordata","Actinopterygii","Atheriniformes",,,"",,,"","","13","other",
"3212400101","YUR","Thysanoteuthis rhombus","141680","exact","Thysanoteuthis rhombus","141680","Animalia","Mollusca","Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis","","rhombus",,"Thysanoteuthis rhombus","Diamondback squid","57","molluscs",
"1830506401","BLL","Scophthalmus rhombus","127150","exact","Scophthalmus rhombus","127150","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","","rhombus",,"Scophthalmus rhombus","Brill","31","flatfish",
"1702304442","HMY","Caranx rhonchus","126806","exact","Caranx rhonchus","126806","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Caranx","","rhonchus",,"Caranx rhonchus","False scad","37","small pelagic",
"6190900201","KKL","Actinauge richardi","100930","exact","Actinauge richardi","100930","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Actinauge","","richardi",,"Actinauge richardi","","82","other",
"3070400509","GJI","Gibbula richardi","819213","exact","Gibbula richardi","141831","Animalia","Mollusca","Gastropoda","","Trochidae","Gibbula","","richardi",,"Gibbula richardi","Richard's gibbula","52","molluscs",
"1020100206","IDO","Lampetra richardsoni","592841","exact","Lampetra richardsoni","592841","Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lampetra","","richardsoni",,"Lampetra richardsoni","Western brook lamprey","25","diadromous",
"1250300311","IDD","Astronesthes richardsoni","158843","exact","Astronesthes richardsoni","158843","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae","Astronesthes","","richardsoni",,"Astronesthes richardsoni","Richardson's snaggletooth","34","demersal",
