"Country_Code";"CFR";"UVI";"Event_Code";"Event_Start_Date";"Event_End_Date";"Registration_Nbr";"Ext_Marking";"Vessel_Name";"Port_Code";"Port_Name";"IRCS";"IRCS_Code";"License_Ind";"Vms_Code";"ERS_Code";"ERS_Exempt_Code";"AIS_Code";"MMSI";"Vessel_Type";"Gear_Main_Code";"Gear_1_Code";"Gear_2_Code";"Gear_3_Code";"Gear_4_Code";"Gear_5_Code";"Loa";"Lbp";"Ton_Gt";"Ton_Oth";"Ton_Gts";"Power_Main";"Power_Aux";"Hull_Material";"Com_Date";"Segment";"Exp_Country";"Exp_Type";"Public_Aid_Code";"Construction_Year"
"DEU";"BEL011101959";NA;"IMP";20171018;20180115;"FED10";"FED10";"OSTWIND";"0301";"";"DGDM2";"Y";"Y";"N";"";"";"";NA;"TU";"TBB";"NK";"";"";"";"";"18.00";"16.20";"34.00";"0.00";"0.00";"221.00";"0.00";2;"1989-01-01";"MFL";"NLD";"";"PA";"1959-01-01"
"DEU";"BEL011101959";NA;"MOD";20180116;20240318;"FED10";"FED10";"OSTWIND";"0301";"";"DGDM2";"Y";"Y";"Y";"Y";"";"Y";211653680;"TU";"TBB";"NK";"";"";"";"";"18.00";"16.20";"34.00";"0.00";"0.00";"221.00";"0.00";2;"1989-01-01";"MFL";"";"";"";"1959-01-01"
"DEU";"BEL011101959";NA;"RET";20240319;20240319;"FED10";"FED10";"OSTWIND";"DECUX";"Cuxhaven";"DGDM2";"Y";"N";"Y";"Y";"N";"Y";211653680;"TU";"TBB";"NK";"";"";"";"";"18.00";"16.20";"34.00";"0.00";"0.00";"221.00";"0.00";2;"1989-01-01";"MFL";"";"";"PA";"1959-01-01"
"DEU";"DEU000010300";NA;"CEN";19900101;19911231;"NC302";"NC302";"ANDREA";"0301";"";"DEPA";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"24.78";"22.00";"100.00";"83.91";"0.00";"379.00";"0.00";NA;"1969-01-17";"4";"";"";"";""
"DEU";"DEU000010300";NA;"MOD";19920101;19931231;"NC302";"NC302";"ANDREA";"0301";"";"DEPA";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"24.78";"22.00";"100.00";"83.91";"0.00";"379.00";"0.00";NA;"1969-01-17";"G16";"";"";"";""
"DEU";"DEU000010300";NA;"MOD";19940101;19941024;"NC302";"NC302";"ANDREA";"0301";"";"DEPA";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"24.78";"22.00";"100.00";"83.91";"0.00";"379.00";"0.00";NA;"1969-01-17";"G16";"";"";"";""
"DEU";"DEU000010300";NA;"MOD";19941025;19941229;"NC302";"NC302";"ANDREA";"0301";"";"DEPA";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"24.78";"22.00";"100.00";"83.91";"0.00";"379.00";"0.00";NA;"1969-01-17";"G16";"";"";"";""
"DEU";"DEU000010300";NA;"MOD";19941230;19961203;"NC302";"NC302";"ANDREA";"0301";"";"DEPA";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"24.78";"23.27";"100.00";"83.91";"0.00";"421.00";"0.00";NA;"1969-01-17";"G16";"";"";"";""
"DEU";"DEU000010300";NA;"MOD";19961204;19961231;"NC302";"NC302";"ANDREA";"0301";"";"DFPA";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"24.78";"23.27";"100.00";"83.91";"0.00";"421.00";"0.00";NA;"1969-01-17";"G16";"";"";"";""
"DEU";"DEU000010300";NA;"MOD";19970101;19970909;"NC302";"NC302";"ANDREA";"0301";"";"DFPA";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"24.78";"23.27";"100.00";"83.91";"0.00";"421.00";"0.00";NA;"1969-01-17";"4C3";"";"";"";""
"DEU";"DEU000010300";NA;"MOD";19970910;20000404;"NC302";"NC302";"ANDREA";"0301";"";"DFPA";"Y";"Y";"N";"";"";"";NA;"FX";"OTB";"OTM";"";"";"";"";"24.81";"22.21";"100.00";"83.91";"0.00";"421.00";"0.00";NA;"1969-01-17";"4C3";"";"";"";""
